id,Oficio,Niveles,Recetas,Recursos,Cantidad
1936,Manitas,80,Llave del Cementerio de los Mastodontes x29,Lino ,58
1937,Manitas,85,Acariciador de Le Chuko,Esencia de Le Chuko ,6
1938,Manitas,85,Acariciador de Le Chuko,Papel carbón ,12
1939,Manitas,85,Acariciador de Le Chuko,Avellana ,12
1940,Manitas,85,Acariciador de Le Chuko,Glándula de arak-hai ,6
1941,Manitas,85,Acariciador de Le Chuko,Piel de culebrón ,6
1942,Manitas,85,Acariciador de Le Chuko,Pluma de dodostrogodo ,6
1943,Manitas,90,Clef du Domaine Ancestrale x31,Raíz de abráknido oscuro ,62
1944,Manitas,90,Clef du Domaine Ancestrale x31,Raíz de abráknido venerable ,62
1945,Manitas,90,Clef du Domaine Ancestrale x31,Corteza de abrakno oscuro ,62
1946,Manitas,90,Clef du Domaine Ancestrale x31,Carne podrida ,62
1947,Manitas,90,Clef du Domaine Ancestrale x31,Kralamar ,62
1948,Manitas,90,Clef du Domaine Ancestrale x31,Orquídea freyesca ,93
1949,Manitas,90,Clef du Domaine Ancestrale x31,Lino ,93
1950,Manitas,95,Abrevadero de Moon x7,Esencia de Moon ,7
1951,Manitas,95,Abrevadero de Moon x7,Bronceador ,14
1952,Manitas,95,Abrevadero de Moon x7,Semilla de la discordia ,14
1953,Manitas,95,Abrevadero de Moon x7,Cacho de blop índigo ,7
1954,Manitas,95,Abrevadero de Moon x7,Piel de dragosa ,7
1955,Manitas,95,Abrevadero de Moon x7,Pluma de tofudriza ,7
1956,Manitas,100,Acariciador de pluma de trasero de kido x73,Pluma de trasero de kido ,73
1957,Manitas,100,Acariciador de pluma de trasero de kido x73,Espejo dopeul ,146
1958,Manitas,100,Acariciador de pluma de trasero de kido x73,Pincho de prespic ,146
1959,Manitas,100,Acariciador de pluma de trasero de kido x73,Glándula de arak-hai ,73
1960,Manitas,100,Acariciador de pluma de trasero de kido x73,Diente de larva campestre ,73
1961,Manitas,100,Acariciador de pluma de trasero de kido x73,Kosakepega muerto ,73
1962,Manitas,100,Acariciador de pluma de trasero de kido x73,Pergamino de cactana ,73
1963,Manitas,125,Pesebre de la Dama del Agua x3,Esencia de Nagate ,3
1964,Manitas,125,Pesebre de la Dama del Agua x3,Hombrera de bwork ,6
1965,Manitas,125,Pesebre de la Dama del Agua x3,Laminilla de champo verde ,6
1966,Manitas,125,Pesebre de la Dama del Agua x3,Tejido de rata kekomepoko ,3
1967,Manitas,125,Pesebre de la Dama del Agua x3,Tejido púrpura ,3
1968,Manitas,125,Pesebre de la Dama del Agua x3,Canino de abuelubo ,3
1969,Manitas,125,Pesebre de la Dama del Agua x3,Cloaca de pohoyo ,3
1970,Manitas,125,Dragonalgas de Thor Pestruz x3,Esencia de Thor Pestruz ,3
1971,Manitas,125,Dragonalgas de Thor Pestruz x3,Pañuelo de black wabbit esqueleto ,6
1972,Manitas,125,Dragonalgas de Thor Pestruz x3,Bulbo de kuraçao ,6
1973,Manitas,125,Dragonalgas de Thor Pestruz x3,Pelo de vetorano ,3
1974,Manitas,125,Dragonalgas de Thor Pestruz x3,Bomba de orondo ,3
1975,Manitas,125,Dragonalgas de Thor Pestruz x3,Tela de Dok Alako ,3
1976,Manitas,125,Dragonalgas de Thor Pestruz x3,Tejido de emobalí ,3
1977,Manitas,130,Ganzúa x31,Gancho oxidado ,31
1978,Manitas,130,Ganzúa x31,Seta ,62
1979,Manitas,130,Ganzúa x31,Cuero de miserata strubiense ,93
1980,Manitas,130,Ganzúa x31,Colmillo vampiresco ,31
1981,Manitas,130,Ganzúa x31,Pelos de arakna enferma ,93
1982,Manitas,135,Pesebre de Shihan y Hanshi x6,Esencia de Shihan y Hanshi ,6
1983,Manitas,135,Pesebre de Shihan y Hanshi x6,Pelos de la barba de bwork mago ,12
1984,Manitas,135,Pesebre de Shihan y Hanshi x6,Laminilla de champo verde ,12
1985,Manitas,135,Pesebre de Shihan y Hanshi x6,Pelo de miaumiaumialvaje ,6
1986,Manitas,135,Pesebre de Shihan y Hanshi x6,Oreja de medibwork ,6
1987,Manitas,135,Pesebre de Shihan y Hanshi x6,Ojo de cerdolubo ,6
1988,Manitas,135,Pesebre de Shihan y Hanshi x6,Trasero de tufo aéreo ,6
1989,Manitas,140,Acariciador de pluma del último pohoyo x71,Mandíbula de Rib ,71
1990,Manitas,140,Acariciador de pluma del último pohoyo x71,Papel carbón ,142
1991,Manitas,140,Acariciador de pluma del último pohoyo x71,Pincho de prespic ,142
1992,Manitas,140,Acariciador de pluma del último pohoyo x71,Glándula de arak-hai ,71
1993,Manitas,140,Acariciador de pluma del último pohoyo x71,Diente de larva campestre ,71
1994,Manitas,140,Acariciador de pluma del último pohoyo x71,Flor de zampávoro ,71
1995,Manitas,165,Pesebre de Tengu Gélifux x6,Esencia de Tengu Gélifux ,6
1996,Manitas,165,Pesebre de Tengu Gélifux x6,Ojo de cerdolubo ,6
1997,Manitas,165,Pesebre de Tengu Gélifux x6,Oreja de medibwork ,6
1998,Manitas,165,Pesebre de Tengu Gélifux x6,Coraza de tamburái ,6
1999,Manitas,165,Pesebre de Tengu Gélifux x6,Relleno de mopet ,6
2000,Manitas,165,Pesebre de Tengu Gélifux x6,Pluma de heladíkano ,6
2001,Manitas,165,Pesebre de Tengu Gélifux x6,Hombrera de bwork ,12
2002,Manitas,165,Pesebre de Tengu Gélifux x6,Laminilla de champo rojo ,12
2003,Manitas,170,Llave de la Guarida Gélifux x31,Lana de maho gélifux ,62
2004,Manitas,170,Llave de la Guarida Gélifux x31,Oreja de soryo gélifux ,62
2005,Manitas,170,Llave de la Guarida Gélifux x31,Lana de yokai gélifux ,62
2006,Manitas,170,Llave de la Guarida Gélifux x31,Tibia de yomi gélifux ,62
2007,Manitas,170,Llave de la Guarida Gélifux x31,Carne magra ,62
2008,Manitas,170,Llave de la Guarida Gélifux x31,Bacaladilla ,62
2009,Manitas,170,Llave de la Guarida Gélifux x31,Belladona ,93
2010,Manitas,170,Llave de la Guarida Gélifux x31,Maíz ,93
2011,Manitas,175,Aporreadora de Toxoliat x6,Esencia de Toxoliat ,6
2012,Manitas,175,Aporreadora de Toxoliat x6,Pepino ,6
2013,Manitas,175,Aporreadora de Toxoliat x6,Pelo de zorrowapo ,6
2014,Manitas,175,Aporreadora de Toxoliat x6,Cáliz de diente pe-león ,6
2015,Manitas,175,Aporreadora de Toxoliat x6,Máscara de la vivacidad ,6
2016,Manitas,175,Aporreadora de Toxoliat x6,Cola de escordión bleu ,6
2017,Manitas,175,Aporreadora de Toxoliat x6,Caparazón amarillo ,12
2018,Manitas,175,Aporreadora de Toxoliat x6,Garra de robionicle ,12
2019,Manitas,180,Acariciador de pluma de serpipluma x47,Pluma de serpipluma ,47
2020,Manitas,180,Acariciador de pluma de serpipluma x47,Espejo dopeul ,94
2021,Manitas,180,Acariciador de pluma de serpipluma x47,Pelos de minilubo ,94
2022,Manitas,180,Acariciador de pluma de serpipluma x47,Glándula de arak-hai ,47
2023,Manitas,180,Acariciador de pluma de serpipluma x47,Diente de larva campestre ,47
2024,Manitas,180,Acariciador de pluma de serpipluma x47,Pluma de dodostrogodo ,47
2025,Manitas,180,Acariciador de pluma de serpipluma x47,Pergamino de cactana ,47
2026,Manitas,180,Acariciador de pluma de serpipluma x47,Oreja de golosorubik ,47
